Human,Microvessels 1,Microvessels 2,Microvessels 3,Whole brain 1,Whole brain 2,Whole brain 3
PRMT2,1708,529,1111,652,1093,1695
S100B,472,1488,778,387,4299,1266
DIP2A-IT1,0,0,0,0,0,0
DIP2A,325,182,1067,281,335,663
PCNT,1076,201,1376,1013,1012,1172
C21orf58,0,0,0,9,28,0
YBEY,10,0,8,29,27,0
MCM3AP,666,460,808,449,561,1125
MCM3AP-AS1,0,16,178,17,338,0
LSS,43,3,95,63,137,340
SPATC1L,1,0,0,27,0,0
FTCD,0,1,0,17,3,4
COL6A2,37,21,1356,52,24,342
LOC105372842,0,0,0,0,0,0
COL6A1,805,444,920,404,401,698
LOC105372841,0,0,0,0,0,0
LOC101928796,0,0,0,0,0,0
PCBP3,84,0,4,18,0,0
LOC100129027,0,0,0,0,0,0
LOC105372840,0,0,0,0,0,1
LOC107985485,13,0,0,0,0,0
LOC107987304,0,0,0,0,0,0
SLC19A1,208,394,395,63,57,48
MIR6815,0,0,0,0,0,0
COL18A1-AS1,0,0,0,0,0,0
COL18A1-AS2,0,0,0,0,0,0
COL18A1,118,81,375,92,50,371
LL21NC02-21A1.1,0,0,0,0,0,0
LOC105372839,0,0,0,0,0,0
LINC00316,0,0,0,0,0,0
LOC105372838,0,0,0,0,0,0
LOC105372837,0,0,0,13,0,0
LOC107985476,0,0,0,0,0,0
LOC642852,523,152,196,527,105,414
POFUT2,85,142,66,87,49,9
LINC00334,0,0,0,0,0,0
LOC105372835,0,0,0,0,3,0
ADARB1,512,501,529,657,231,147
SSR4P1,0,0,103,0,91,0
LOC105372836,0,1,0,2,0,0
PICSAR,0,0,0,0,0,0
LINC00163,0,0,0,0,0,0
LOC107985497,0,0,0,7,0,1
FAM207A,2,0,7,39,7,45
LINC01547,0,104,11,1,0,27
ITGB2-AS1,0,0,0,1,0,0
LOC107987303,0,0,0,0,0,0
ITGB2,222,84,31,48,33,390
PTTG1IP,3684,2267,4311,574,1656,1900
SUMO3,926,169,783,601,305,300
LINC01424,0,0,0,0,0,0
UBE2G2,630,773,499,477,319,220
KRTAP10-12,0,0,0,0,0,0
KRTAP12-1,0,0,0,0,0,0
KRTAP12-2,0,0,0,0,0,0
KRTAP12-3,0,0,0,0,0,0
KRTAP12-4,0,0,0,0,0,0
KRTAP10-11,0,0,0,0,0,0
KRTAP10-10,0,0,0,0,0,0
KRTAP10-9,0,0,0,0,0,0
KRTAP10-8,0,0,0,0,0,0
KRTAP10-7,0,0,0,0,0,0
KRTAP10-6,0,0,0,0,0,0
KRTAP10-5,0,0,0,0,0,0
KRTAP10-4,0,0,0,0,0,0
KRTAP10-3,0,0,0,0,0,0
KRTAP10-2,0,0,0,0,0,0
KRTAP10-1,0,0,0,0,0,0
TSPEAR-AS2,0,0,0,0,0,0
TSPEAR-AS1,0,0,0,0,0,13
TSPEAR,0,0,0,0,0,0
LRRC3,114,0,0,0,0,0
LRRC3-AS1,0,0,0,0,0,0
TRPM2-AS,0,1,1,0,1,0
TRPM2,113,6,221,179,23,260
C21orf2,16,34,21,46,7,7
PFKL,581,625,637,317,290,869
AIRE,0,0,0,0,0,0
LOC105372833,0,0,0,0,0,0
DNMT3L,0,0,0,0,0,0
ICOSLG,1,0,0,0,0,1
LOC102725065,0,0,0,0,0,0
LOC107983952,0,0,0,0,0,0
LOC105377139,0,0,0,0,0,0
LOC105377138,0,0,0,0,0,0
C21orf33,101,0,0,14,1,1
PWP2,2,0,0,19,0,0
TRAPPC10,368,128,223,376,106,630
LOC105372829,0,0,0,0,0,0
LOC105372826,0,0,0,0,0,0
AGPAT3,1402,498,995,1395,806,933
AATBC,0,0,0,0,71,2
RRP1,89,105,257,111,134,72
LOC105372825,0,0,0,0,0,0
CSTB,596,442,373,136,10,361
LOC105372824,0,0,0,13,87,0
PDXK,4064,3052,4053,2845,1699,1713
RRP1B,989,71,23,228,24,93
MIR6070,0,0,0,0,0,0
LOC102723380,0,0,0,0,0,0
LINC00313,0,0,0,0,0,0
HSF2BP,0,177,0,1,0,5
LINC00319,0,0,0,0,0,0
LOC107987302,0,0,0,0,0,0
SIK1,21,0,0,0,0,0
LOC107987301,0,0,0,0,0,0
LOC105377137,0,0,0,0,0,0
TCONS_00029157,0,0,0,0,0,0
LINC00322,0,0,0,0,0,0
LOC105372821,0,0,0,0,0,0
CRYAA,0,0,0,0,0,0
LOC107987300,0,0,0,0,0,0
FRGCA,0,0,0,0,0,0
LOC101928369,0,0,0,0,0,0
U2AF1,1,1,1,0,0,0
CBS,0,1,0,0,0,0
PKNOX1,232,0,186,199,139,219
MIR5692B,0,0,0,0,0,0
ERVH48-1,0,0,0,0,0,0
NDUFV3,302,125,280,29,64,402
LOC105372817,0,0,0,3,0,1
WDR4,124,1,84,57,84,58
LOC107985479,0,0,0,0,0,0
LOC101928311,0,0,0,0,0,0
LOC107985504,0,0,0,0,0,0
LOC101928284,87,29,0,0,18,0
LOC105372816,0,0,0,0,0,0
PDE9A,196,165,26,7,54,275
LOC101928255,0,0,0,0,0,0
LOC101928233,0,0,0,0,0,0
LOC101928212,0,0,0,0,0,0
LOC107987299,0,0,0,0,0,0
SLC37A1,4,0,280,118,0,76
LOC101930094,0,0,0,18,0,0
RSPH1,77,1,0,37,94,422
UBASH3A,0,0,0,0,0,0
TMPRSS3,0,0,0,3,101,0
TFF1,0,0,0,0,0,0
LOC105372815,0,0,0,0,5,0
TFF2,0,0,0,0,0,0
TFF3,0,0,0,0,0,0
LOC105372814,0,0,0,0,0,0
ABCG1,740,467,1685,585,289,199
UMODL1-AS1,1,0,6,27,0,0
UMODL1,0,0,0,0,0,0
LOC107985502,0,1,0,8,0,0
ZNF295-AS1,0,0,0,5,1,0
ZBTB21,766,172,151,411,105,142
SNORA91,0,0,0,0,0,0
C2CD2,614,296,2877,347,104,65
PRDM15,27,0,181,126,6,41
LOC102724800,0,0,0,0,0,0
MIR6814,0,0,0,0,0,0
RIPK4,0,0,0,0,0,0
LINC00112,0,0,0,0,0,0
LINC00479,0,0,0,0,0,0
LINC00111,0,0,0,0,0,0
LOC105372813,0,0,0,0,1,0
LOC107985478,0,0,0,0,0,0
LOC105372812,0,0,0,0,0,0
LOC105372808,0,0,0,0,0,0
LOC105372809,0,0,0,0,0,0
TMPRSS2,0,0,0,0,0,0
MX1,899,156,1000,146,7,230
MX2,64,25,166,8,2,190
LOC105372807,0,0,0,0,0,0
FAM3B,0,0,0,6,0,0
PLAC4,0,2,0,5,0,0
BACE2,739,42,904,166,52,42
MIR3197,0,0,0,0,0,0
LOC107985495,109,0,155,0,0,0
LINC00323,21,0,0,0,0,0
DSCAM-IT1,0,0,0,14,0,0
LOC105369294,0,0,0,0,0,0
DSCAM-AS1,0,0,0,0,0,0
MIR4760,0,0,0,0,0,0
DSCAM,135,8,155,329,232,461
PCP4,0,0,0,50,0,0
LOC107985500,0,0,0,0,0,0
IGSF5,92,0,197,12,34,0
LOC107985499,0,0,0,0,0,0
B3GALT5,0,221,0,7,10,41
B3GALT5-AS1,0,0,0,24,0,0
MIR6508,0,0,0,0,0,0
SH3BGR,0,0,0,13,0,0
LCA5L,0,0,0,0,0,0
WRB,710,114,350,334,137,302
WRB-SH3BGR,0,0,0,0,0,0
LOC105372804,0,0,0,0,0,0
HMGN1,207,395,577,309,351,103
BRWD1-AS1,0,0,0,0,0,0
BRWD1-IT2,0,0,0,0,0,0
BRWD1,2170,776,1585,2001,1171,1816
PSMG1,63,0,121,46,4,15
LOC107985484,0,0,40,1,0,31
LOC105372803,0,0,0,0,0,0
LOC102724740,2,0,2,13,0,0
LOC101928435,0,0,0,0,0,0
LOC400867,0,0,0,0,0,0
LOC101928398,0,0,0,0,0,0
ETS2,6813,967,6058,1505,142,450
LOC107985480,0,0,0,0,0,0
LINC00114,0,0,0,0,0,0
LOC105372802,0,0,0,0,0,0
LOC107985496,0,0,0,0,0,0
ERG,1789,408,2047,132,275,107
LOC107985513,0,0,0,0,0,0
LINC01423,0,0,0,0,0,0
LOC105372801,1,80,0,0,0,0
KCNJ15,0,1,53,0,0,0
DSCR10,0,0,3,0,0,0
DSCR8,0,0,0,0,0,0
DSCR4,0,0,0,0,0,0
LOC101928368,0,0,0,0,0,0
LOC105372799,2,85,0,0,30,0
LOC107985507,0,0,0,0,0,0
KCNJ6,283,1,1,173,20,224
LOC105372798,0,0,0,0,0,0
LOC105372797,0,0,0,0,0,0
DYRK1A,1558,878,1262,1719,1207,1102
DSCR3,82,86,208,142,125,1
DSCR9,0,0,0,3,0,0
TTC3-AS1,0,0,0,0,0,0
TTC3,3035,1058,2308,4510,2468,2390
PIGP,82,31,0,10,1,80
LOC105372795,0,0,0,3,43,0
RIPPLY3,0,0,0,0,0,0
LOC107985493,0,0,0,0,0,0
LOC105369305,0,0,0,0,0,0
HLCS,413,45,315,344,186,98
LOC107985492,0,0,0,0,0,0
SIM2,2,0,0,20,10,0
LOC105369308,0,0,0,0,0,0
CLDN14,0,0,0,0,0,0
LOC105369301,105,0,0,8,0,0
CHAF1B,5,0,120,51,0,0
MORC3,485,104,354,458,169,95
DOPEY2,291,212,225,260,257,342
CBR3,49,3,0,19,29,3
CBR3-AS1,10,294,1,43,10,79
CBR1,235,343,172,256,348,381
LOC100133286,149,0,0,0,0,0
LOC105369295,0,0,0,0,0,0
SETD4,124,35,76,159,9,1
LINC01436,0,0,0,0,0,0
LOC101928269,0,0,0,0,0,0
MIR802,0,0,0,0,0,0
LOC100506403,0,0,0,0,0,0
RUNX1-IT1,0,0,0,0,0,85
LOC102724584,0,0,0,0,0,0
RUNX1,49,91,62,82,14,102
LINC01426,0,0,0,0,0,0
LOC107985515,0,0,0,0,0,0
LINC00160,0,0,0,0,0,0
CLIC6,0,0,0,0,0,0
RCAN1,673,210,1009,302,431,266
LOC105372792,0,0,0,0,0,0
KCNE1,0,0,0,0,0,0
LOC388820,0,0,0,0,0,0
LOC105372793,0,0,0,0,0,0
C21orf140,0,0,0,0,0,0
SMIM11A,0,0,0,0,0,0
KCNE2,0,0,0,0,0,0
LOC105372791,0,0,0,0,0,0
LINC00310,0,0,0,0,0,0
SLC5A3,1162,1159,646,557,552,92
MRPS6,667,83,0,305,21,0
LOC105372789,0,0,0,0,0,0
LOC105372790,0,0,0,0,0,0
LOC101928126,0,0,0,0,0,0
LINC00649,0,0,0,0,4,0
ATP5O,650,37,382,290,147,314
ITSN1,1425,1330,2219,3146,1541,3086
CRYZL1,130,153,334,144,173,117
DONSON,25,3,0,33,21,24
LOC107985481,0,0,0,0,0,0
LOC107987297,75,0,0,0,7,0
MIR6501,0,0,0,0,0,0
SON,3087,2001,4699,1919,2913,1485
GART,83,1,437,129,17,123
DNAJC28,0,0,0,0,0,0
TMEM50B,684,77,23,98,8,126
IFNGR2,0,2,8,37,65,170
IFNAR1,1895,160,1048,700,378,803
IL10RB,18,0,31,60,0,3
IL10RB-AS1,0,0,0,0,0,0
IFNAR2,495,245,568,75,97,382
LOC105372787,0,0,0,0,0,0
LINC01548,0,0,0,0,0,0
LOC101928107,0,0,0,0,0,0
OLIG1,269,1047,685,299,2034,86
LINC00945,0,0,0,0,0,0
LOC105372785,0,0,0,0,0,0
LOC107985505,0,0,0,0,2,0
OLIG2,978,528,191,194,632,334
LOC102724502,0,0,0,0,0,0
LOC105377136,0,0,0,1,0,76
C21orf62,0,0,0,0,0,0
C21orf62-AS1,0,0,0,1,0,0
PAXBP1,630,11,641,173,341,194
PAXBP1-AS1,73,437,0,97,287,3
SYNJ1,1022,293,579,1763,213,1023
C21orf59,300,245,613,129,148,78
LOC105372782,0,0,0,0,0,0
TCP10L,2,0,3,6,30,1
EVA1C,105,29,526,41,156,259
URB1-AS1,0,0,0,41,7,0
SNORA80A,0,0,0,0,0,0
URB1,280,513,360,323,199,668
LOC105372779,0,0,0,9,2,0
MRAP,0,0,0,0,0,0
MIS18A,0,0,92,84,39,8
LINC00159,0,0,0,0,0,0
HUNK,1,0,0,84,1,50
SCAF4,554,67,448,195,187,122
SOD1,1086,265,1032,1027,979,996
LOC102724449,0,0,0,0,0,27
LOC107985488,0,0,0,0,0,0
LOC150051,0,0,0,0,0,0
LOC105372777,0,0,0,0,0,0
LOC107985487,0,0,0,0,0,0
TIAM1,563,287,352,692,473,1782
KRTAP19-8,0,0,0,0,0,0
LOC105372774,0,0,0,0,0,0
LOC105372775,0,0,0,0,0,0
LOC105372776,0,0,0,0,0,0
KRTAP11-1,0,0,0,0,0,0
KRTAP7-1,0,0,0,0,0,0
KRTAP8-1,0,0,0,0,0,0
KRTAP21-1,0,0,0,0,0,0
KRTAP21-2,0,0,0,0,0,0
KRTAP21-3,0,0,0,0,0,0
LOC105372773,0,0,0,0,0,0
KRTAP20-3,0,0,0,0,0,0
KRTAP20-2,0,0,0,0,0,0
KRTAP20-4,0,0,0,0,0,0
KRTAP20-1,0,0,0,0,0,0
KRTAP6-1,0,0,0,0,0,0
KRTAP22-1,0,0,0,0,0,0
KRTAP6-2,0,0,0,0,0,0
KRTAP6-3,0,0,0,0,0,0
KRTAP22-2,0,0,0,0,0,0
KRTAP19-7,0,0,0,0,0,0
KRTAP19-6,0,0,0,0,0,0
KRTAP19-5,0,0,0,0,0,0
KRTAP19-4,0,0,0,0,0,0
KRTAP19-3,0,0,0,0,0,0
KRTAP19-2,0,0,0,0,0,0
KRTAP19-1,0,0,0,0,0,0
KRTAP15-1,0,0,0,0,0,0
KRTAP13-4,0,0,0,0,0,0
KRTAP13-3,0,0,0,0,0,0
KRTAP13-1,0,0,0,0,0,0
LOC105372772,0,0,0,0,0,0
MIR4327,0,0,0,0,0,0
KRTAP13-2,0,0,0,0,0,0
KRTAP23-1,0,0,0,0,0,0
KRTAP27-1,0,0,0,0,0,0
KRTAP26-1,0,0,0,0,0,0
KRTAP25-1,0,0,0,0,0,0
KRTAP24-1,0,0,0,0,0,0
CLDN8,0,0,0,0,0,0
LINC00307,0,0,0,0,0,0
CLDN17,0,0,0,0,0,0
GRIK1-AS1,0,0,0,5,3,0
GRIK1-AS2,0,0,10,0,0,0
LOC105372768,0,0,0,0,0,0
GRIK1,101,393,30,289,732,237
LOC105372770,0,0,0,0,0,0
LOC107985486,0,13,0,0,0,0
BACH1-IT2,0,0,0,8,0,0
BACH1,724,262,897,435,411,644
LOC105369299,0,0,0,0,47,0
LINC00189,0,0,0,2,0,0
LOC105372767,0,0,3,0,0,0
MAP3K7CL,0,4,0,3,78,4
CCT8,954,190,1528,908,228,180
USP16,395,149,33,214,20,184
RWDD2B,289,177,3,31,4,0
LOC105372766,0,0,0,0,0,0
LTN1,527,5,186,560,331,357
N6AMT1,34,1,0,47,121,4
LINC00161,0,0,0,0,0,0
LOC105372764,0,0,0,0,0,0
LOC102724420,0,0,0,1,0,0
LOC101927973,0,0,0,0,0,0
LOC284825,0,0,0,0,0,0
LINC00314,0,0,0,0,0,0
LINC00113,0,0,0,0,0,0
LOC105372763,0,0,0,0,0,0
LOC105372762,0,0,0,0,0,0
LOC105372759,0,0,0,6,0,0
LOC102724355,0,0,0,0,0,0
LOC107987291,0,0,0,0,50,0
MIR4759,0,0,0,0,0,0
ADAMTS5,0,2,0,10,47,0
LOC105372760,0,0,0,0,0,0
ADAMTS1,817,2,2535,225,113,384
CYYR1,795,186,1504,66,103,1
LOC107985474,0,0,0,0,0,0
LOC105372758,0,0,0,0,0,0
CYYR1-AS1,2,0,0,4,16,0
LOC107985473,0,0,0,2,0,0
APP,13477,7594,17648,14380,7745,8625
LOC105372756,0,0,0,0,0,0
LOC105372757,0,0,0,0,0,0
GABPA,865,308,298,162,99,217
ATP5J,278,332,245,443,549,219
JAM2,1827,827,3031,615,984,706
MRPL39,96,0,533,132,167,89
LINC00515,0,0,0,14,0,0
MIR155,0,0,0,0,0,0
LOC105372754,0,4,0,26,42,4
LOC107985489,0,0,146,0,40,0
MIR155HG,1,0,0,0,0,0
LOC105372753,0,0,0,12,0,0
LINC00158,0,0,0,0,0,329
LOC107985516,0,0,0,0,0,0
LOC339622,0,0,0,0,0,0
LOC105372751,0,0,0,0,0,1
LOC101927869,0,0,0,0,0,0
LOC105372750,0,0,0,0,0,0
LOC105372749,0,0,0,0,0,0
LOC107985512,0,0,0,0,0,0
LOC105372747,0,0,0,0,0,0
D21S2088E,62,127,0,0,61,0
MIR6130,0,0,0,0,0,0
LOC107985494,0,0,0,0,0,0
LOC107985509,0,0,0,0,0,0
LOC107985508,0,0,0,0,0,0
LINC00308,0,0,0,0,0,0
LOC101927843,0,0,0,0,0,0
LINC01425,0,0,0,0,0,0
LINC00317,0,0,0,0,0,0
NCAM2,1629,800,1080,1516,726,1442
LINC00320,18,0,0,167,64,205
LOC105372745,0,0,0,0,0,0
LOC105372746,0,0,0,0,0,0
LOC107985490,0,0,0,0,0,0
MIR548X,0,0,0,0,0,0
MIR548XHG,0,0,0,0,0,0
TMPRSS15,0,0,0,18,0,0
LOC107987296,0,0,0,0,0,0
CHODL-AS1,0,0,0,0,0,0
CHODL,2,2,462,2,2,84
C21orf91,175,0,431,142,21,32
C21orf91-OT1,0,0,0,0,0,0
LOC105372741,0,0,0,0,0,0
BTG3,118,15,18,17,52,0
CXADR,119,37,147,282,157,461
TRG-GCC1-5,0,0,0,0,0,0
LINC01549,0,0,0,0,0,0
LOC107985511,0,0,0,0,0,0
LOC105372740,0,0,0,0,0,0
MIR125B2,0,0,0,0,0,0
MIRLET7C,0,0,0,0,0,0
MIR99A,0,0,0,0,0,0
MIR99AHG,329,118,256,51,650,561
USP25,286,42,526,510,550,77
LOC105369302,32,0,0,57,0,0
LOC101927745,0,0,0,49,0,35
LOC105369292,0,0,0,0,0,0
LOC105372739,0,0,0,0,0,0
LOC107985483,0,0,0,0,0,0
NRIP1,547,348,343,551,412,224
LOC107987295,1,0,140,2,0,0
LOC105372738,0,0,0,0,0,0
LOC388813,0,0,0,0,0,0
SAMSN1-AS1,0,0,0,0,0,0
SAMSN1,23,0,172,4,3,29
LOC105369304,0,0,0,1,0,27
HSPA13,965,525,6,365,80,564
ABCC13,0,0,0,0,0,0
RBM11,1,0,0,56,16,0
LIPI,0,0,0,0,0,0
LOC105377134,0,0,0,0,0,0
ANKRD20A11P,0,0,0,3,0,0
CYP4F29P,0,0,0,0,0,0
MIR8069-2,0,0,0,0,0,0
LOC107985482,0,0,0,0,0,0
MIR3118-1,0,0,0,0,0,0
POTED,0,0,0,0,0,0
LOC102724188,0,0,0,0,0,0
MIR3156-3,0,0,0,0,0,0
ANKRD30BP2,0,0,0,0,0,0
TPTE,0,0,0,0,0,0
LOC105378260,0,0,0,0,0,0
BAGE2,0,0,0,0,0,0
LOC105372733,0,3,0,0,0,0
LOC105372734,0,0,0,0,0,0
MGC39584,0,0,0,0,0,0
LOC105379513,0,0,0,0,0,0
LOC105379514,0,0,0,0,0,0
LOC105379511,0,0,0,0,0,0
LOC101927345,0,0,0,0,0,0
LOC101930100,2,0,0,0,0,0
TEKT4P2,0,0,0,0,0,0
LOC101927615,0,0,0,0,1,0
LOC105372731,0,0,0,0,0,0
MIR3687-2,0,0,0,0,0,0
MIR3648-2,0,0,0,0,0,0
LOC105372730,0,0,0,0,0,0
LOC107985477,0,0,0,0,0,0
CDC27P11,0,0,0,0,0,0
LOC107987294,0,0,0,0,0,0
LOC105379507,0,0,0,0,0,0
MIR6724-4,0,0,0,0,0,0
CDC27P10,0,0,0,0,0,0
LOC105379508,0,0,0,0,0,0
MIR6724-3,0,0,0,0,0,0
MIR6724-2,0,0,0,0,0,0
CDC27P9,0,0,0,0,0,0
LOC107987293,0,0,0,0,0,0
LOC105379506,0,0,0,0,0,0
MIR3687-1,0,0,0,0,0,0
MIR3648-1,0,0,0,0,0,0
MIR6724-1,0,0,0,0,0,0
LOC105379505,0,0,0,0,0,0
KCNE1B,0,0,0,0,0,0
LOC107983987,0,0,0,0,0,0
LOC105379504,0,0,0,1,0,0
LOC102723451,0,0,0,0,0,1
SMIM11B,0,0,0,0,0,0
LOC102723360,0,0,0,0,0,0
LOC107987308,0,0,0,0,0,0
LOC102724951,0,0,0,0,0,0
LOC105379503,0,0,0,0,0,0
LOC105379502,0,0,0,0,0,0
LOC105379501,0,0,0,0,0,0
LOC105379499,0,0,0,0,0,0
MIR8069-1,0,0,0,0,0,0
LOC105379497,0,0,0,0,0,0
LOC102724652,0,0,0,0,0,0
LOC106780825,0,0,0,0,0,0
U2AF1L5,0,0,1,0,0,0
CBSL,0,111,0,20,36,0
LOC107987290,0,0,0,0,0,0
CH507-145C22.1,0,0,0,0,0,0
LOC102724843,0,0,0,0,0,0
LOC105379491,0,0,0,0,0,0
LOC102724701,0,0,0,0,0,0
LOC107987289,0,0,0,0,0,0
LOC107987288,0,0,0,0,0,0
LOC102724428,0,0,265,0,0,1
LOC107985506,0,0,0,0,0,0
CH507-42P11.6,0,0,0,0,0,0
LOC102724370,0,0,0,0,0,0
LOC102724354,0,0,0,0,0,0
LOC105379490,0,0,0,0,0,0
LOC102724334,0,0,0,0,0,0
LOC107987309,0,0,0,0,0,0
LOC102724219,0,0,0,0,0,0
LOC105379489,0,0,0,0,0,0
LOC105379488,0,0,0,0,0,0
LOC105379487,0,0,0,0,0,0
LOC102724200,0,0,0,11,1,0
LOC102724159,0,0,0,1,0,0
LOC101928576,0,0,0,0,0,0
LOC102724023,0,16,4,0,16,35
LOC107987292,0,0,0,0,0,0
CH507-9B2.8,0,0,0,0,0,0
LOC105372832,0,0,0,0,0,0
LOC102723996,2,0,0,6,0,32
LOC105379484,0,0,0,0,0,0
LOC102724184,0,0,0,0,0,0
LINC00266-1,0,0,0,0,0,0
PCMTD2,817,8,386,373,267,67
MYT1,2,0,0,31,57,0
LOC105372727,0,0,0,0,0,0
NPBWR2,0,0,0,0,0,0
LKAAEAR1,0,0,0,15,0,0
OPRL1,0,0,163,8,0,0
MIR6813,0,0,0,0,0,0
RGS19,58,0,161,5,10,0
SOX18,23,0,397,0,0,0
TCEA2,15,33,161,206,15,18
LINC00176,0,0,0,11,3,0
PRPF6,311,50,867,504,359,655
SAMD10,3,0,16,37,1,26
ZNF512B,82,100,281,50,60,87
UCKL1-AS1,0,0,0,0,1,204
MIR647,0,0,0,0,0,0
MIR1914,0,0,0,0,0,0
UCKL1,236,197,20,70,150,237
MIR941-5,0,0,0,0,0,0
MIR941-4,0,0,0,0,0,0
MIR941-3,0,0,0,0,0,0
MIR941-2,0,0,0,0,0,0
MIR941-1,0,0,0,0,0,0
DNAJC5,1455,735,838,1733,862,907
TPD52L2,435,277,661,241,73,138
ABHD16B,0,0,0,0,0,0
C20orf181,0,0,0,0,0,0
ZBTB46-AS1,0,0,0,0,0,0
ZBTB46,352,11,58,323,103,44
SLC2A4RG,37,0,210,24,118,1
LIME1,10,0,26,3,0,0
ZGPAT,0,138,69,39,120,0
ARFRP1,95,322,21,105,82,113
TNFRSF6B,0,0,0,0,0,0
RTEL1,0,0,0,0,0,0
RTEL1-TNFRSF6B,0,0,0,0,0,0
LOC105372726,0,0,0,0,0,0
STMN3,249,120,206,728,488,141
LOC100505771,0,0,89,29,7,115
GMEB2,157,152,205,128,143,3
HELZ2,143,237,130,44,93,0
C20orf195,0,0,0,0,0,0
SRMS,0,0,0,0,0,0
PTK6,0,0,0,0,0,0
PPDPF,31,27,128,65,44,37
LOC102723814,2,2,0,0,0,54
LOC105372725,0,0,0,0,0,0
EEF1A2,927,27,301,1857,403,774
LOC105372720,0,0,0,0,0,0
LOC105372721,0,0,0,0,0,0
LOC105372724,0,0,0,0,0,0
KCNQ2,1100,111,184,2282,625,608
LOC107985445,0,0,0,4,0,0
LOC100130587,0,0,0,0,52,0
CHRNA4,116,0,0,102,32,2
COL20A1,10,1,1,22,208,0
MIR4326,0,0,0,0,0,0
ARFGAP1,313,91,81,344,198,517
FLJ16779,423,54,830,47,845,835
LOC107985425,0,0,0,0,0,1
NKAIN4,5,1,0,33,71,25
MIR3196,0,0,0,0,0,0
BIRC7,0,0,0,0,0,0
YTHDF1,733,202,287,283,352,517
MIR124-3,0,0,0,0,0,0
LOC105376996,0,0,0,0,0,0
LOC105372719,0,0,0,0,0,0
HAR1A,0,0,0,26,0,1
HAR1B,0,0,0,0,0,0
LINC01056,0,0,0,0,0,0
LINC00029,0,0,0,0,0,0
LOC105372718,0,0,0,0,0,0
LOC63930,0,0,0,0,0,0
BHLHE23,0,0,0,0,0,0
SLC17A9,0,0,0,41,0,0
GID8,419,421,67,513,317,87
DIDO1,746,220,779,543,685,500
LOC105372717,0,0,60,0,0,0
DPH3P1,0,0,0,0,0,0
TCFL5,468,74,168,199,105,264
COL9A3,226,179,543,124,125,309
OGFR,36,167,402,284,205,5
OGFR-AS1,0,0,0,0,0,0
MRGBP,73,28,0,21,34,3
LOC105372716,0,0,0,0,0,0
LINC00659,0,0,0,0,0,0
LOC107985428,0,0,0,0,0,0
LOC107987285,0,0,0,0,0,0
NTSR1,0,0,0,1,0,0
SLCO4A1-AS1,0,0,0,0,0,0
LOC101928465,0,185,2,0,1,0
SLCO4A1,519,221,790,85,54,110
WI2-87327B8.2,0,0,0,0,0,0
MIR133A2,0,0,0,0,0,0
MIR1-1,0,0,0,0,0,0
MIR1-1HG,0,0,0,0,0,0
C20orf166-AS1,0,0,0,2,0,0
LOC105376995,0,0,0,0,0,0
LOC105372711,0,0,0,0,0,0
GATA5,0,0,0,0,0,0
LOC105372710,0,0,0,0,0,0
RBBP8NL,0,0,0,0,0,0
LOC105372709,0,0,0,0,0,0
CABLES2,166,315,0,128,123,22
RPS21,669,140,297,295,32,180
LOC105372708,0,0,0,0,8,0
LAMA5-AS1,0,0,0,0,0,0
MIR4758,0,0,0,0,0,0
LAMA5,531,303,1006,138,353,608
LOC105372707,0,0,0,0,0,0
ADRM1,85,34,23,62,19,47
OSBPL2,381,735,867,301,294,599
LOC105369209,0,1,1,0,0,143
HRH3,0,0,2,46,14,0
MTG2,78,171,129,103,173,1
SS18L1,37,2,398,244,19,214
PSMA7,288,108,352,166,125,51
LSM14B,245,122,212,320,419,346
LOC105372706,0,0,0,0,0,0
LOC105372705,4,0,0,46,21,0
MIR3195,0,0,0,0,0,0
LOC105372704,0,0,0,0,0,0
TAF4,58,0,230,20,73,163
MIR1257,0,0,0,0,0,0
LOC105372703,0,7,0,12,0,3
CDH4,105,0,0,75,127,1
LOC105372701,0,0,0,0,0,0
LOC100506470,0,0,0,0,0,0
LOC105372700,0,0,0,0,0,0
LOC105372699,0,0,0,7,0,0
LOC107985431,0,0,0,0,0,0
MIR548AG2,0,0,0,0,0,4
MIR4533,0,0,0,0,0,0
LOC101928048,0,0,0,0,0,0
LOC105372697,0,0,0,0,0,0
MIR646,0,0,0,0,0,0
LOC105372698,1,0,0,1,16,397
MIR646HG,0,182,0,0,0,0
LOC729296,0,0,0,0,0,0
LOC107985429,0,0,0,14,0,0
C20orf197,0,0,1,0,159,45
CDH26,62,35,1,70,67,4
PPP1R3D,236,3,2,172,307,0
FAM217B,847,10,131,927,268,398
SYCP2,210,233,139,48,208,2
LOC100506384,0,0,0,0,0,0
LOC107985430,86,0,0,108,101,3
PHACTR3,756,189,53,1081,392,562
LOC105372696,0,0,0,0,0,0
EDN3,93,369,15,29,148,1
LOC107985389,0,0,0,0,0,0
ZNF831,0,0,0,67,24,32
PRELID3B,256,83,210,122,47,2
ATP5E,22,13,135,1,0,38
SLMO2-ATP5E,0,0,0,0,0,0
TUBB1,0,0,0,0,0,0
CTSZ,250,315,710,127,129,386
NELFCD,357,18,44,264,196,67
LOC107985382,0,0,0,0,0,0
LOC101927932,0,0,0,0,0,0
GNAS,4622,1709,3447,5197,4039,1950
GNAS-AS1,36,0,2,10,0,0
MIR298,0,0,0,0,0,0
MIR296,0,0,0,0,0,0
LOC105372695,0,0,0,0,0,0
